RELEASE_RULE,WORKER_MODE,Workload,time,WL entry,WL released,WL processed,Jobs processed,GTT,SFT,Tardiness,Lateness,Tardy,STDLateness,Constraint Scenario,Current Human Norm,Current Machine Norm,Constraint Switches,PSP Shop Load,Shop Load-0,Shop Load-1,Shop Load-2,Shop Load-3,Shop Load-4,Total Shop Load,Worker 0 Idleness(%),Worker 1 Idleness(%),Worker 2 Idleness(%),Worker 3 Idleness(%),Worker 4 Idleness(%),Total Idle Time,Worker 0 out(%),Worker 1 out(%),Worker 2 out(%),Worker 3 out(%),Worker 4 out(%),W0 Relocations,W1 Relocations,W2 Relocations,W3 Relocations,W4 Relocations,Workers on M0,Workers on M1,Workers on M2,Workers on M3,Workers on M4,Queue Length-0,Queue Length-1,Queue Length-2,Queue Length-3,Queue Length-4
HUMAN_CENTRIC,static,1800,200240.0,4075.9797620159343,3998.7718859695487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,8925.803556169336,815.8000311730576,760.1743705758867,902.919975629763,913.7012151501467,851.6262577650629,4244.221850293917,100.13888888888889,100.13888888888889,-0.1654764192102852,-6.390613163692049,2.394609506219341,1412.0373434478824,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,359.7003374603761,153.2265014476811,119.80266435106901,202.2611813223545,372.6460008338597
HUMAN_CENTRIC,static,1800,200720.0,1614.731513052268,2075.276255945435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,8465.258813276168,885.427956943955,842.7816402041018,933.9860059664936,730.20548331641,848.7130956450236,4241.114182075984,100.08333333333333,100.08333333333333,-1.2486447267413798,-3.0732871092817122,2.059740380793907,2374.85370253725,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,413.57758948951107,87.14845242581686,214.79921236000175,347.99361372377354,365.2327351135066
HUMAN_CENTRIC,static,1800,201200.0,2115.8433787214076,1934.7087809484967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,8646.393411049079,818.0584264999642,891.823198640859,842.5095543687894,684.6190045861782,744.3527997414875,3981.362983837278,100.05952380952381,100.05952380952381,0.5357845313032851,2.285415063899044,2.069837634919081,3444.1694254660397,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,334.56923911571977,319.0313564933776,204.03721042669233,330.0723788799406,467.7326013582044
HUMAN_CENTRIC,static,1800,201680.0,2150.246828397617,3277.2420731803436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,7519.398166266353,682.8941424094858,991.7383659668353,896.9689731818902,941.355530820864,876.3632901740815,4389.320302553157,100.04629629629629,100.04629629629629,4.925865380572321,-1.6797876625679675,-0.26947199234672115,4386.294683674205,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,481.64838778781746,423.7499680991808,0.0,281.7623280463295,345.6338899074263
HUMAN_CENTRIC,static,1800,202160.0,1863.4698960745948,2140.62612017486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,7242.241942166087,870.2292434627792,969.4082139954628,884.7233580461163,947.407615147237,887.0773997935157,4558.8458304451115,100.0378787878788,100.0378787878788,3.9946987624319843,-1.4777526465497264,-0.08594306012872205,5346.178480671893,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,509.5609237064987,476.30051458292587,165.52165554990756,180.28123771332176,375.7059038564268
HUMAN_CENTRIC,static,1800,202640.0,1991.0530506379464,2123.5496201967185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,7109.745372607315,914.5836450088347,902.2021174630456,781.0020862446805,875.2355507421962,869.1033513687621,4342.12675082752,100.03205128205128,100.03205128205128,4.385981877457175,0.593292333863083,0.8591043469119214,6424.157411016844,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,388.09225171001077,215.51139674635232,263.86246681730324,265.69459927626974,289.2193947182831
HUMAN_CENTRIC,static,1800,203120.0,2648.6996878452974,2017.1699901423706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,7741.275070310242,957.6528293733683,862.3443462736119,709.5544801593022,925.1549330732289,643.9365721278684,4098.64316100738,100.02777777777779,100.02777777777779,3.049357456970837,-0.3997173240624963,-0.023235064025761355,7296.550582479773,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,362.0687588780118,213.5117650314161,320.0263030821746,193.86643921943244,357.42842292242096
HUMAN_CENTRIC,static,1800,203600.0,1805.4644109161927,2046.5340326349374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,7500.205448591497,700.6144647789376,768.4239600850701,696.181236864916,1091.5221737015838,772.2061292033185,4028.947964633826,100.02450980392157,100.02450980392157,2.825423280273218,-1.1493957665138,0.5712834208793984,8253.690286133264,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,351.4414367055218,232.53394203650709,117.9600936356582,266.406201370581,265.4957892887759
HUMAN_CENTRIC,static,1800,204080.0,950.2102645323439,1652.2245286681518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,6798.191184455689,720.7879564226672,337.8128679201868,486.14129536427447,888.748770380898,816.8854028326513,3250.3762929206778,100.0219298245614,100.0219298245614,4.489717346101921,0.05051984532002008,0.04499174355850412,9331.086439435108,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,198.39218216549426,61.33276091996007,239.9272414369775,636.0647217724849,247.99525652175672
HUMAN_CENTRIC,static,1800,204560.0,1293.3140804301024,2275.737653549295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,5815.767611336497,520.4771886437603,410.17387208444933,705.409069182557,823.1004927396474,892.6460428591744,3351.8066655095886,100.01984126984127,100.01984126984127,5.639899772943445,-0.9949053283124821,0.20115285048040465,10326.245823673613,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,341.9533832605006,144.39622727750586,131.56965312698267,412.3746011996877,236.1414403815603
HUMAN_CENTRIC,static,1800,205040.0,1742.3882950561758,2327.289289753384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,5230.866616639289,886.7798074812821,492.9709197512009,659.493848704477,753.938813254375,970.9148560867031,3764.098245278038,100.01811594202898,100.01811594202898,5.102492520862248,-0.2687074333358475,1.417621864134887,11387.077663731703,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,416.15668839045117,148.33391048496708,252.97980861530453,311.2121346138562,345.2034213062817
HUMAN_CENTRIC,static,1800,205520.0,2683.275282479497,1543.695890009482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,6370.446009109303,784.7309956366905,505.3472619473328,732.1045049916725,792.0733951729632,884.2235119854307,3698.47966973409,100.01666666666667,100.01666666666667,4.417260283410724,-0.3057205912079856,0.02444355230836663,12250.158994670666,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,191.44654853866373,57.87234443801469,274.8480432343156,404.726649264053,547.050134340177
HUMAN_CENTRIC,static,1800,206000.0,2523.5062711614337,1421.66967442908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,7472.282605841658,734.0765477291238,317.58913291655364,469.4153031923802,638.0286963906315,739.9308252138555,2899.0405054425446,100.01543209876542,100.01543209876542,5.1094230004579275,-0.6720829936697286,0.8071715738436597,13301.844350424944,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,216.6161783362586,81.68559480778544,0.0,335.9687110040322,530.4640252989135
