RELEASE_RULE,WORKER_MODE,Workload,time,WL entry,WL released,WL processed,Jobs processed,GTT,SFT,Tardiness,Lateness,Tardy,STDLateness,Constraint Scenario,Current Human Norm,Current Machine Norm,Constraint Switches,PSP Shop Load,Shop Load-0,Shop Load-1,Shop Load-2,Shop Load-3,Shop Load-4,Total Shop Load,Worker 0 Idleness(%),Worker 1 Idleness(%),Worker 2 Idleness(%),Worker 3 Idleness(%),Worker 4 Idleness(%),Total Idle Time,Worker 0 out(%),Worker 1 out(%),Worker 2 out(%),Worker 3 out(%),Worker 4 out(%),W0 Relocations,W1 Relocations,W2 Relocations,W3 Relocations,W4 Relocations,Workers on M0,Workers on M1,Workers on M2,Workers on M3,Workers on M4,Queue Length-0,Queue Length-1,Queue Length-2,Queue Length-3,Queue Length-4
WL_DIRECT,static,1800,200240.0,4075.9797620159343,4309.075399132894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,9789.625042839056,816.0302445761529,898.2405162589073,877.5816218682226,844.8661209482765,864.4323887144267,4301.150892365986,100.13888888888889,100.13888888888889,6.922891364483803,2.917016895941439,8.61206404489672,1574.8542005983181,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,314.1724818383785,204.72493098183995,252.8039477653324,257.0015849664561,384.01824006496247
WL_DIRECT,static,1800,200720.0,1614.731513052268,2350.1794833186204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,9054.177072572702,859.0782174296235,1125.7785547169087,936.6815302188234,998.5705863745984,959.2015983508426,4879.310487090796,100.08333333333333,100.08333333333333,5.344219353343457,8.560396639605946,6.837972227212353,2650.911058641941,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,340.03195676149795,185.06181409435044,226.66644188118363,259.5472217118754,474.37693440211245
WL_DIRECT,static,1800,201200.0,2115.8433787214076,1806.0253086893485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,9363.995142604761,863.664617062513,1036.0907595971576,982.422289711014,816.5676693388926,768.9410939813166,4467.686429690893,100.05952380952381,100.05952380952381,5.650251349475834,7.300036446038229,7.798981893217951,3710.587730770698,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,236.4629527691161,133.2259143670099,320.55955242260904,322.2858886347709,469.0278773755032
WL_DIRECT,static,1800,201680.0,2150.246828397617,2534.2998830597353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,8979.942087942643,763.6091902318665,864.930459283974,1017.8213540805558,932.5281153907939,969.8989740330211,4548.788093020211,100.04629629629629,100.04629629629629,7.979516994510723,6.0980937690961845,6.853896525876567,4774.120557452843,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,369.36467865288563,201.71455500032735,284.51597034823715,180.6340355963144,430.17243898591516
WL_DIRECT,static,1800,202160.0,1863.4698960745948,2236.832057936953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,8606.579926080285,886.6056153461703,1029.4633437726875,725.5719466942774,930.8392063864671,1005.4757388682939,4577.955851067896,100.0378787878788,100.0378787878788,5.8618144235537555,4.88122009869447,7.828645198136325,5772.292344618152,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,426.2746893679072,213.93945265501515,188.23622166362745,438.0129789642347,478.68021849431693
WL_DIRECT,static,1800,202640.0,1991.0530506379464,1959.991627641184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,8637.641349077046,903.5594246012547,830.6661495573724,751.2447765440493,937.0056951715981,875.9340311055965,4298.410076979871,100.03205128205128,100.03205128205128,6.607895752178871,5.476001014142709,7.8642172537682855,6864.381157426804,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,345.63613105779916,147.71621699729576,71.91719470109705,323.0210669788389,412.31245068351285
WL_DIRECT,static,1800,203120.0,2648.6996878452974,2125.8083076401376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,9160.532729282208,678.3478560789837,790.1475554785068,754.6040839741854,874.6864180823301,795.0250704808439,3892.81098409485,100.02777777777779,100.02777777777779,6.709090349789121,5.560579761219237,7.688521562824057,7920.494900257967,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,323.8454987381639,348.26491301469616,195.96582042226885,289.1502789885516,644.213433190318
WL_DIRECT,static,1800,203600.0,1805.4644109161927,2782.595058746246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,8183.402081452154,988.4052322756297,752.3428804522397,674.0571593181647,976.3384629944378,887.3877393765948,4278.531474417066,100.02450980392157,100.02450980392157,7.299638335920748,6.169221551405345,9.09364956903172,9082.550385819399,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,588.8606507687529,249.6151340095381,161.31141993204605,387.71833333775766,289.2345517027327
WL_DIRECT,static,1800,204080.0,950.2102645323439,1738.6997832486823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,7394.912562735815,843.8978797053253,581.0949806602215,501.2021837920931,963.842216123729,843.6303475940454,3733.6676078754144,100.0219298245614,100.0219298245614,8.38805565120422,6.520533129025767,6.9663960178615785,10119.499306792975,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,358.5506340219548,93.19731912685452,83.76011408045473,572.3189678771615,267.3686721189624
WL_DIRECT,static,1800,204560.0,1293.3140804301024,2474.6390274572495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,6213.587615708668,630.7493547050866,626.7246714278549,568.9780231429526,986.829020266467,1023.1813765189265,3836.4624460612877,100.01984126984127,100.01984126984127,10.657506914787287,6.034716193331867,7.016055441125077,11276.89723888191,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,327.72005622816545,199.67530533893307,67.47724940338637,353.6842625779132,362.4013648164147
