RELEASE_RULE,WORKER_MODE,Workload,time,WL entry,WL released,WL processed,Jobs processed,GTT,SFT,Tardiness,Lateness,Tardy,STDLateness,Constraint Scenario,Current Human Norm,Current Machine Norm,Constraint Switches,PSP Shop Load,Shop Load-0,Shop Load-1,Shop Load-2,Shop Load-3,Shop Load-4,Total Shop Load,Worker 0 Idleness(%),Worker 1 Idleness(%),Worker 2 Idleness(%),Worker 3 Idleness(%),Worker 4 Idleness(%),Total Idle Time,Worker 0 out(%),Worker 1 out(%),Worker 2 out(%),Worker 3 out(%),Worker 4 out(%),W0 Relocations,W1 Relocations,W2 Relocations,W3 Relocations,W4 Relocations,Workers on M0,Workers on M1,Workers on M2,Workers on M3,Workers on M4,Queue Length-0,Queue Length-1,Queue Length-2,Queue Length-3,Queue Length-4
WL_DIRECT,static,2000,200240.0,4075.9797620159343,4610.93544380114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,8680.968736394536,1018.6245761482583,996.8606380797446,1300.5153394956485,1122.5395094136304,1124.7852355081607,5563.325298645443,100.13888888888889,100.13888888888889,7.5602227173375365,5.350234904932829,3.7194809929254307,1561.7355580294097,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,500.1589694283829,164.67351968954392,230.61391133899144,425.64704102519505,563.1591812147682
WL_DIRECT,static,2000,200720.0,1614.731513052268,2087.927096988759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,8207.773152458045,1030.0775730717835,1270.8877072660136,1211.5106937695393,1135.730088527165,1268.1467033176564,5916.352765952158,100.08333333333333,100.08333333333333,7.526020057416948,4.428286627577715,7.539190457981021,2635.921965715708,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,322.3597986367816,111.63827001614023,322.04266697574576,306.2866004511942,489.53813198609555
WL_DIRECT,static,2000,201200.0,2115.8433787214076,1486.9361677613956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,8836.680363418056,965.9749145544498,904.0541647128424,1028.8714832907617,893.5406201123773,1070.6996470746694,4863.140829745101,100.05952380952381,100.05952380952381,6.72044746697793,6.648084867003837,6.008293667123541,3687.530676818569,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,333.6854485275063,100.05245373241269,373.7363603971297,307.34880729367586,507.8805474268363
WL_DIRECT,static,2000,201680.0,2150.246828397617,2829.85389050171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,8157.073301313963,1260.0399962519678,1170.6959298289257,1138.8975424856537,946.2582879913946,853.186552508691,5369.078309066633,100.04629629629629,100.04629629629629,7.143124016931527,6.7693939175606594,6.8126946178583445,4769.664591130771,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,426.3132202795667,358.35248513014955,70.35313232378371,332.62653968773384,719.8606374702201
WL_DIRECT,static,2000,202160.0,1863.4698960745948,1924.8141840822545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,8095.729013306303,670.7603707392896,1076.9150458964589,688.9241114753644,1063.3959970847914,889.3326400513,4389.328165247204,100.0378787878788,100.0378787878788,6.897997135511656,6.197872710663157,9.987427322133348,5891.399045243335,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,253.73549270633964,515.4052717399643,45.013838550477274,314.58768049677974,416.64202631687
WL_DIRECT,static,2000,202640.0,1991.0530506379464,1790.6325929238885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,8296.14947102036,863.5193234908512,857.5630398173136,507.4523738529813,790.7453570503628,810.014637957515,3829.294732169024,100.03205128205128,100.03205128205128,9.665578911542699,6.911948578278661,6.6468631797518665,6966.600988890685,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,350.7305541703903,414.0152659653753,109.58952591839383,317.82228323710603,482.7606832084064
WL_DIRECT,static,2000,203120.0,2648.6996878452974,3294.5233596148823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,7650.325799250776,951.8820899637436,1084.7740941281536,824.9165672922638,1207.5866805409937,1065.6348893732695,5134.794321298425,100.02777777777779,100.02777777777779,10.467207226862634,6.598767645361174,6.5833864255716135,8053.377006720635,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,468.1060995568534,366.9125798053771,123.91543356258391,318.7252013922528,347.8064113911211
WL_DIRECT,static,2000,203600.0,1805.4644109161927,2010.2011919351096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,7445.58901823186,1029.272744128716,803.2815404021892,717.0033131188572,1157.347302898188,1119.6581915807567,4826.5630921287075,100.02450980392157,100.02450980392157,9.806410919549059,7.530042435286233,7.365660792382579,9169.84625720649,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,497.571237859569,330.6606380355772,152.61825315641778,670.1548891847053,363.6210067273527
WL_DIRECT,static,2000,204080.0,950.2102645323439,1678.2894717841593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,6717.509810980044,894.0349417411505,704.3791840568932,567.4978517970782,1044.6325640664504,1045.4781996067916,4256.0227412683635,100.0219298245614,100.0219298245614,9.677276350748,6.21940080106262,6.746166004025629,10154.513647906133,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,338.84559729268574,175.47186723361798,42.74979891088518,666.572994505275,180.7072592852363
WL_DIRECT,static,2000,204560.0,1293.3140804301024,1984.6186658322704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,6026.205225577876,644.9300396105155,576.9742111598933,684.0662216060234,1010.3702395467612,961.055874886115,3877.3965868093082,100.01984126984127,100.01984126984127,10.372908256925705,7.030897324502658,7.056725003139512,11314.81074146222,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,279.4363775773345,123.14478569850513,154.2070117571497,434.26904671992224,308.6399688719612
