RELEASE_RULE,WORKER_MODE,Workload,time,WL entry,WL released,WL processed,Jobs processed,GTT,SFT,Tardiness,Lateness,Tardy,STDLateness,Constraint Scenario,Current Human Norm,Current Machine Norm,Constraint Switches,PSP Shop Load,Shop Load-0,Shop Load-1,Shop Load-2,Shop Load-3,Shop Load-4,Total Shop Load,Worker 0 Idleness(%),Worker 1 Idleness(%),Worker 2 Idleness(%),Worker 3 Idleness(%),Worker 4 Idleness(%),Total Idle Time,Worker 0 out(%),Worker 1 out(%),Worker 2 out(%),Worker 3 out(%),Worker 4 out(%),W0 Relocations,W1 Relocations,W2 Relocations,W3 Relocations,W4 Relocations,Workers on M0,Workers on M1,Workers on M2,Workers on M3,Workers on M4,Queue Length-0,Queue Length-1,Queue Length-2,Queue Length-3,Queue Length-4
WL_DIRECT,static,1700,200240.0,4075.9797620159343,3860.541894164794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10716.25987661595,747.0320838357236,806.4577267627523,805.4397154544668,960.5939542863813,936.4152478471693,4255.938728186493,100.13888888888889,100.13888888888889,8.73484163039393,13.737342081165277,8.331981121183263,1663.7899867957458,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,329.59130849621624,307.03009275754465,137.72417365428822,365.6423679726822,393.9514995859335
WL_DIRECT,static,1700,200720.0,1614.731513052268,2468.6829366993147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,9862.308452968902,849.7324557055239,1014.2232709373924,956.2818039816863,902.0132226900964,899.5507089092694,4621.801462223968,100.08333333333333,100.08333333333333,8.89022594456037,9.147079021805741,6.875663497460967,2700.955621565925,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,390.8051571638706,189.2888605699426,20.546223181871277,324.20710829317886,381.5235361724382
WL_DIRECT,static,1700,201200.0,2115.8433787214076,2185.5738809810982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,9792.577950709212,936.8598553035687,926.3983353965332,795.0608099782443,843.0492040599648,945.0778325348525,4446.446037273164,100.05952380952381,100.05952380952381,8.180964916563035,5.384253700121051,7.701402007772967,3719.2792264908785,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,453.16902914595966,95.48074470378252,282.0616347028968,505.77683544045345,320.19217739002704
WL_DIRECT,static,1700,201680.0,2150.246828397617,2028.5764087744958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,9914.248370332332,1008.4850613949917,909.9219179790379,979.0684285839816,755.2700055845675,734.5615416081505,4387.306955150729,100.04629629629629,100.04629629629629,7.316542333295123,10.258616577577616,7.2372916866974,4857.948932907515,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,375.31743375239427,137.47293161478393,193.15262105676797,364.7912290485538,516.8190398738275
WL_DIRECT,static,1700,202160.0,1863.4698960745948,2176.7657217837636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,9600.952544623164,804.9805541851704,915.6664166276466,788.9351316725895,925.4157282490736,741.3380966640384,4176.335927398519,100.0378787878788,100.0378787878788,9.729785719399374,7.525559817212607,7.710557066604837,5941.099828724924,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,218.68148745218366,306.8952827701478,95.07682631096394,520.5062727662381,265.8349536909138
WL_DIRECT,static,1700,202640.0,1991.0530506379464,2003.5607449850488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,9588.444850276062,616.7118792701974,800.6428518603078,767.6190793164928,776.2132795318353,783.6236237004641,3744.8107136792974,100.03205128205128,100.03205128205128,9.394006442132358,6.312917591832304,7.609170499770418,6969.4621494525345,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,429.8436939586968,131.58679996067295,300.27231118239393,412.4086292090034,248.3366844239825
WL_DIRECT,static,1700,203120.0,2648.6996878452974,2078.187294040616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10158.957244080742,741.7593449141007,673.4459897940724,754.3748830093647,837.6392227709603,610.8136888584445,3618.0331293469426,100.02777777777779,100.02777777777779,9.556631795326313,6.759348474835051,7.887690224945093,8073.332137823832,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,298.66799114756884,173.69193897172607,172.19494698610595,292.5207637998082,394.2935287947597
WL_DIRECT,static,1700,203600.0,1805.4644109161927,2677.8397242446745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,9286.581930752262,970.0538619999552,809.4402785585776,821.2061647704294,927.4671081001986,780.7431211924256,4308.9105346215865,100.02450980392157,100.02450980392157,9.100299465156722,6.7329131615135305,7.348900194206092,9107.830203091755,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,502.9315064597354,268.1491327922121,126.97129110389909,423.5726565495335,213.760907729248
WL_DIRECT,static,1700,204080.0,950.2102645323439,2157.3262826650866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,8079.465912619518,918.4322002706691,644.7316127052457,580.4010257069515,915.7784750763756,793.7285393284577,3853.0718530876993,100.0219298245614,100.0219298245614,9.3359305310578,6.2713496285230805,7.107360559548077,10157.78761679228,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,394.59789494056355,141.64645958029283,146.02510348759637,432.0455789917824,274.82766485616713
WL_DIRECT,static,1700,204560.0,1293.3140804301024,2255.4484115293394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,7117.331581520281,682.6282686762381,667.2443565935966,592.8644703816115,1011.138526510555,923.7560415535299,3877.6316637155314,100.01984126984127,100.01984126984127,10.609279102614053,6.8687189866463925,8.04810446651818,11368.515568811243,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,402.18918380643527,267.2494897110929,24.920464884375182,468.1538519055539,221.98882230214213
